Title,Location,Salary,Description,ID
Software Developer,"Chicago, IL",$36.01 - $73.61 Per Hour (Employer est.),"Solid understanding in web application environments and development tools, event-driven application development, session state management, web configuration and…&hellip;
Skills: Jira, CI/CD, ASP.NET, MVC, CSS",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.26
Associate .Net Developer - Data Management and Analytics,"Chicago, IL",$105K - $132K (Employer est.),"Bachelor’s degree in computer science, Information Technology or a related field with 2+ years of experience in . Proficiency in C#, TSQL and JavaScript.&hellip;
Skills: CI/CD, ASP.NET, Microsoft Excel, Azure, CSS",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.30
"Software Engineer, AI Applications","Chicago, IL",$110K - $140K (Employer est.),"Research and integrate AI-related tools and techniques (e.g., LLM APIs, prompt engineering) into software solutions.&hellip;
Skills: CI/CD, Computer science, Elasticsearch, Software troubleshooting, React",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.34
"Software Engineer II - UI, React, HTML, Spring Boot, JAVA","Chicago, IL",$100K - $125K (Employer est.),"As an emerging member of a software engineering team, you execute software solutions through the design, development, and technical troubleshooting of multiple…&hellip;
Skills: CI/CD, Node.js, Software troubleshooting, React, System design",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.38
Software Developer in Test,"Chicago, IL",$61K - $147K (Employer est.),"We enable consumers to exchange funds more safely with merchants using a variety of funding sources, which may include a bank account, a PayPal or Venmo account…&hellip;
Skills: Jira, MVC, iOS development, iOS, Test automation",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.42
Software Engineer,"Chicago, IL",$125K - $155K (Employer est.),"Skills Required: This position requires experience with the following: Design, develop and implement software products & solutions across variety of financial…&hellip;
Skills: JBoss, Computer science, Oracle, CSS, JUnit",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.46
Software Developer - AI Trainer,"Chicago, IL",$40.00 Per Hour (Employer est.),"You can work on your own schedule. A bachelor's degree (completed or in progress). You will work with the chatbots that we are building in order to measure…&hellip;
Skills: Go, CSS, React, Writing skills, C#",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.50
"Software Developer II, Full Stack","Chicago, IL",$62.00 Per Hour (Employer est.),"Produce technical design documents and conduct technical walkthroughs. Bachelor’s degree in Computer Science, Information Systems, Engineering, or a related…&hellip;
Skills: SAFe, Oracle, Management, CSS, React",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.51
Software Engineer,"Chicago, IL",$125K - $155K (Employer est.),"Skills Required: This position requires experience with the following: Design, develop and implement software products & solutions across variety of financial…&hellip;
Skills: JBoss, Computer science, Oracle, CSS, JUnit",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.55
UI Developer,"Chicago, IL",,"Qualifications: • Bachelor’s degree in Information Technology, Computer Science or a related field • Complete knowledge of programming languages like CSS, HTML…&hellip;
Skills: Web design, Computer science, Azure, Management, CSS",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.59
.NET Web Applications Developer,"Chicago, IL",$40.00 - $50.00 Per Hour (Employer est.),"Identify and mitigate technical risks related to web application development. Preferred experience with CI/CD pipelines and mobile application testing/…&hellip;
Skills: Web accessibility, CI/CD, ASP.NET, Computer science, MVC",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.62
Software Engineer,"Chicago, IL",$100K - $130K (Employer est.),"Enjoy seeing their own efforts have an outsized impact on the business and our customers. Data collected directly from the trailer’s sensors and components…&hellip;
Skills: React, Relational databases, Java, Application development, Databases",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.66
NET Azure Developer,"Chicago, IL",$75K - $117K (Glassdoor est.),"You will work closely with cross-functional teams to deliver enterprise-grade solutions that meet business and technical requirements.&hellip;
Skills: CI/CD, Azure, Software troubleshooting, DevOps, .NET Core",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.70
Devops,"Chicago, IL",$84K - $126K (Glassdoor est.),"USC/GC Location: Open to Remote, but role could convert to FTE and candidate would have to be local to Deerfield, Chicago, DC/Virginia, Bellevue to be eligible…&hellip;
Skills: DevOps, Git, Windows, Linux, Chef",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.74
Software Engineer,"Chicago, IL",$155K - $185K (Employer est.),"Involved in all aspects of the Software Development Lifecycle (SDLC) including analyzing requirements, incorporating architectural standards into application…&hellip;
Skills: Jira, Oracle, CSS, JUnit, Software troubleshooting",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.78
Backend Developer: Data,"Chicago, IL",$99K - $132K (Employer est.),"Excellent communication skills and the ability to discuss technical and non-technical topics to an interdisciplinary audience.&hellip;
Skills: Azure, Node.js, CSS, Spark, System architecture",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.82
"Software Engineer II - UI, React, HTML, Spring Boot, JAVA","Chicago, IL",$83K - $116K (Glassdoor est.),"As an emerging member of a software engineering team, you execute software solutions through the design, development, and technical troubleshooting of multiple…&hellip;
Skills: CI/CD, Node.js, Software troubleshooting, React, System design",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.86
Staff Software Engineer,"Chicago, IL",$131K - $178K (Employer est.),"BA/BS in a relevant technical field and 7+ years of engineering experience demonstrating strong progression and impact.&hellip;
Skills: CI/CD, Computer science, Cloud infrastructure, DevOps, C#",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.90
Node.js Developer,"Chicago, IL",$87K - $149K (Glassdoor est.),"Strong prompt engineering skills to optimize the outputs of AI tools effectively. Areas of expertise are consulting, development, implementation and support of…&hellip;
Skills: Jira, CI/CD, Elasticsearch, Node.js, React",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.94
Oracle CPQ Developer - REMOTE,"Chicago, IL",$86K - $179K (Employer est.),"Participate in testing and deployment of CPQ solutions to develop and maintain a stable, efficient CPQ environment. Experience with SCRUM/Agile methodology.&hellip;
Skills: Oracle, Software troubleshooting, XML, C#, E-commerce",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.98
Senior .NET Developer/Trading Software/Chicago,"Chicago, IL",$130K - $160K (Employer est.),"Microservice experience (containerization tools are a plus). NET 8 based microservices, building and integrating REST APIs, and working with their NoSQL…&hellip;
Skills: CSS, C#, NoSQL, MongoDB, .NET",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.99
PHP Developer,"Des Plaines, IL",$60K - $85K (Employer est.),"Test and develop software for client applications. Able to work seated in front of a computer screen for long hours at a time. SQL Server and MySQL experience.&hellip;
Skills: MVC, Software troubleshooting, Microsoft SQL Server, PHP, Analysis skills",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.100
Java Full Stack React JS & Node JS Developer,"Chicago, IL",$25.67 - $40.10 Per Hour (Employer est.),"Development & Deployment: Design, develop, deploy, and test Java-based solutions using REST APIs, ReactJS, JPA, JavaEE, Spring/Spring Boot (Core, MVC), and…&hellip;
Skills: CI/CD, SAFe, Oracle, MVC, Node.js",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.101
Software Quality Engineer,"Chicago, IL",$77K - $135K (Employer est.),"Review requirements, acceptance criteria, functional design, technical design, and use-case design documents to determine testability.&hellip;
Skills: Azure, Oracle, Test automation, Google Cloud Platform, SQL",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.105
"Software Engineer, Test - Flexible Hybrid in Chicago","Chicago, IL",$94K - $116K (Employer est.),"Evaluate system requirements, develop unit test plans and process flow and translate into technical quality assurance test cases.&hellip;
Skills: Computer science, Cucumber, System architecture, Git, E-commerce",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.109
Core Backend JAVA Developer,"Chicago, IL",$55.00 - $60.00 Per Hour (Employer est.),"Master or bachelor’s degree in computer science or Engineering. The individual will work on feature enhancements, performance improvements, bug fixes and…&hellip;
Skills: Computer science, Oracle, React, Relational databases, Java",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.113
Software Test Engineer II,"Oak Brook, IL",$83K - $113K (Employer est.),"Bachelor’s degree in engineering or technical field with 2+ years of engineering experience. Research new developments in the fields of engineering design,…&hellip;
Skills: Test automation, Git, Java, C++, C",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.117
Database Developer - AI Trainer,"Chicago, IL",$40.00 Per Hour (Employer est.),"You can work on your own schedule. A bachelor's degree (completed or in progress). You will work with the chatbots that we are building in order to measure…&hellip;
Skills: Go, CSS, React, Writing skills, C#",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.121
"Software Engineer 3- GoLang- Chicago, IL or Reston, VA- ONSITE (4 days a week)","Chicago, IL",$107K - $161K (Employer est.),"Bachelor's degree in Computer Science or a related field of study. Actively participate in technical and testing design review.&hellip;
Skills: Jira, CI/CD, MVC, Go, CSS",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.122
"Staff Software Engineer, AI Applications","Chicago, IL",$150K - $180K (Employer est.),"Bachelor’s or Master’s degree in Computer Science, Software Engineering, AI, or a related field. You'll collaborate in an agile environment, mentor engineers,…&hellip;
Skills: CI/CD, Elasticsearch, Azure, Management, React",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.126
Software Developer,"Chicago, IL",$36.01 - $73.61 Per Hour (Employer est.),"Solid understanding in web application environments and development tools, event-driven application development, session state management, web configuration and…&hellip;
Skills: Jira, CI/CD, ASP.NET, MVC, CSS",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.26
Associate .Net Developer - Data Management and Analytics,"Chicago, IL",$105K - $132K (Employer est.),"Bachelor’s degree in computer science, Information Technology or a related field with 2+ years of experience in . Proficiency in C#, TSQL and JavaScript.&hellip;
Skills: CI/CD, ASP.NET, Microsoft Excel, Azure, CSS",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.30
"Software Engineer, AI Applications","Chicago, IL",$110K - $140K (Employer est.),"Research and integrate AI-related tools and techniques (e.g., LLM APIs, prompt engineering) into software solutions.&hellip;
Skills: CI/CD, Computer science, Elasticsearch, Software troubleshooting, React",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.34
"Software Engineer II - UI, React, HTML, Spring Boot, JAVA","Chicago, IL",$100K - $125K (Employer est.),"As an emerging member of a software engineering team, you execute software solutions through the design, development, and technical troubleshooting of multiple…&hellip;
Skills: CI/CD, Node.js, Software troubleshooting, React, System design",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.38
Software Developer in Test,"Chicago, IL",$61K - $147K (Employer est.),"We enable consumers to exchange funds more safely with merchants using a variety of funding sources, which may include a bank account, a PayPal or Venmo account…&hellip;
Skills: Jira, MVC, iOS development, iOS, Test automation",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.42
Software Engineer,"Chicago, IL",$125K - $155K (Employer est.),"Skills Required: This position requires experience with the following: Design, develop and implement software products & solutions across variety of financial…&hellip;
Skills: JBoss, Computer science, Oracle, CSS, JUnit",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.46
Software Developer - AI Trainer,"Chicago, IL",$40.00 Per Hour (Employer est.),"You can work on your own schedule. A bachelor's degree (completed or in progress). You will work with the chatbots that we are building in order to measure…&hellip;
Skills: Go, CSS, React, Writing skills, C#",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.50
"Software Developer II, Full Stack","Chicago, IL",$62.00 Per Hour (Employer est.),"Produce technical design documents and conduct technical walkthroughs. Bachelor’s degree in Computer Science, Information Systems, Engineering, or a related…&hellip;
Skills: SAFe, Oracle, Management, CSS, React",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.51
Software Engineer,"Chicago, IL",$125K - $155K (Employer est.),"Skills Required: This position requires experience with the following: Design, develop and implement software products & solutions across variety of financial…&hellip;
Skills: JBoss, Computer science, Oracle, CSS, JUnit",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.55
UI Developer,"Chicago, IL",,"Qualifications: • Bachelor’s degree in Information Technology, Computer Science or a related field • Complete knowledge of programming languages like CSS, HTML…&hellip;
Skills: Web design, Computer science, Azure, Management, CSS",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.59
.NET Web Applications Developer,"Chicago, IL",$40.00 - $50.00 Per Hour (Employer est.),"Identify and mitigate technical risks related to web application development. Preferred experience with CI/CD pipelines and mobile application testing/…&hellip;
Skills: Web accessibility, CI/CD, ASP.NET, Computer science, MVC",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.62
Software Engineer,"Chicago, IL",$100K - $130K (Employer est.),"Enjoy seeing their own efforts have an outsized impact on the business and our customers. Data collected directly from the trailer’s sensors and components…&hellip;
Skills: React, Relational databases, Java, Application development, Databases",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.66
NET Azure Developer,"Chicago, IL",$75K - $117K (Glassdoor est.),"You will work closely with cross-functional teams to deliver enterprise-grade solutions that meet business and technical requirements.&hellip;
Skills: CI/CD, Azure, Software troubleshooting, DevOps, .NET Core",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.70
Devops,"Chicago, IL",$84K - $126K (Glassdoor est.),"USC/GC Location: Open to Remote, but role could convert to FTE and candidate would have to be local to Deerfield, Chicago, DC/Virginia, Bellevue to be eligible…&hellip;
Skills: DevOps, Git, Windows, Linux, Chef",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.74
Software Engineer,"Chicago, IL",$155K - $185K (Employer est.),"Involved in all aspects of the Software Development Lifecycle (SDLC) including analyzing requirements, incorporating architectural standards into application…&hellip;
Skills: Jira, Oracle, CSS, JUnit, Software troubleshooting",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.78
Backend Developer: Data,"Chicago, IL",$99K - $132K (Employer est.),"Excellent communication skills and the ability to discuss technical and non-technical topics to an interdisciplinary audience.&hellip;
Skills: Azure, Node.js, CSS, Spark, System architecture",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.82
"Software Engineer II - UI, React, HTML, Spring Boot, JAVA","Chicago, IL",$83K - $116K (Glassdoor est.),"As an emerging member of a software engineering team, you execute software solutions through the design, development, and technical troubleshooting of multiple…&hellip;
Skills: CI/CD, Node.js, Software troubleshooting, React, System design",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.86
Staff Software Engineer,"Chicago, IL",$131K - $178K (Employer est.),"BA/BS in a relevant technical field and 7+ years of engineering experience demonstrating strong progression and impact.&hellip;
Skills: CI/CD, Computer science, Cloud infrastructure, DevOps, C#",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.90
Node.js Developer,"Chicago, IL",$87K - $149K (Glassdoor est.),"Strong prompt engineering skills to optimize the outputs of AI tools effectively. Areas of expertise are consulting, development, implementation and support of…&hellip;
Skills: Jira, CI/CD, Elasticsearch, Node.js, React",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.94
Oracle CPQ Developer - REMOTE,"Chicago, IL",$86K - $179K (Employer est.),"Participate in testing and deployment of CPQ solutions to develop and maintain a stable, efficient CPQ environment. Experience with SCRUM/Agile methodology.&hellip;
Skills: Oracle, Software troubleshooting, XML, C#, E-commerce",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.98
Senior .NET Developer/Trading Software/Chicago,"Chicago, IL",$130K - $160K (Employer est.),"Microservice experience (containerization tools are a plus). NET 8 based microservices, building and integrating REST APIs, and working with their NoSQL…&hellip;
Skills: CSS, C#, NoSQL, MongoDB, .NET",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.99
PHP Developer,"Des Plaines, IL",$60K - $85K (Employer est.),"Test and develop software for client applications. Able to work seated in front of a computer screen for long hours at a time. SQL Server and MySQL experience.&hellip;
Skills: MVC, Software troubleshooting, Microsoft SQL Server, PHP, Analysis skills",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.100
Java Full Stack React JS & Node JS Developer,"Chicago, IL",$25.67 - $40.10 Per Hour (Employer est.),"Development & Deployment: Design, develop, deploy, and test Java-based solutions using REST APIs, ReactJS, JPA, JavaEE, Spring/Spring Boot (Core, MVC), and…&hellip;
Skills: CI/CD, SAFe, Oracle, MVC, Node.js",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.101
Software Quality Engineer,"Chicago, IL",$77K - $135K (Employer est.),"Review requirements, acceptance criteria, functional design, technical design, and use-case design documents to determine testability.&hellip;
Skills: Azure, Oracle, Test automation, Google Cloud Platform, SQL",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.105
"Software Engineer, Test - Flexible Hybrid in Chicago","Chicago, IL",$94K - $116K (Employer est.),"Evaluate system requirements, develop unit test plans and process flow and translate into technical quality assurance test cases.&hellip;
Skills: Computer science, Cucumber, System architecture, Git, E-commerce",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.109
Core Backend JAVA Developer,"Chicago, IL",$55.00 - $60.00 Per Hour (Employer est.),"Master or bachelor’s degree in computer science or Engineering. The individual will work on feature enhancements, performance improvements, bug fixes and…&hellip;
Skills: Computer science, Oracle, React, Relational databases, Java",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.113
Software Test Engineer II,"Oak Brook, IL",$83K - $113K (Employer est.),"Bachelor’s degree in engineering or technical field with 2+ years of engineering experience. Research new developments in the fields of engineering design,…&hellip;
Skills: Test automation, Git, Java, C++, C",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.117
Database Developer - AI Trainer,"Chicago, IL",$40.00 Per Hour (Employer est.),"You can work on your own schedule. A bachelor's degree (completed or in progress). You will work with the chatbots that we are building in order to measure…&hellip;
Skills: Go, CSS, React, Writing skills, C#",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.121
"Software Engineer 3- GoLang- Chicago, IL or Reston, VA- ONSITE (4 days a week)","Chicago, IL",$107K - $161K (Employer est.),"Bachelor's degree in Computer Science or a related field of study. Actively participate in technical and testing design review.&hellip;
Skills: Jira, CI/CD, MVC, Go, CSS",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.122
"Staff Software Engineer, AI Applications","Chicago, IL",$150K - $180K (Employer est.),"Bachelor’s or Master’s degree in Computer Science, Software Engineering, AI, or a related field. You'll collaborate in an agile environment, mentor engineers,…&hellip;
Skills: CI/CD, Elasticsearch, Azure, Management, React",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.126
Software Engineer,"Chicago, IL",$134K - $198K (Employer est.),"BS degree in Computer Science or relevant field of study. Developing software solutions using object-oriented methodologies, design patterns, and building…&hellip;
Skills: CI/CD, Azure, Kubernetes, Software deployment, C#",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.260
Software Engineer,"Oak Park, IL",$71K - $111K (Glassdoor est.),"A high level of technical acumen and abilities to troubleshoot technical issues to resolution. Bachelor's degree in Computer Science, Engineering, or a related…&hellip;
Skills: SSO, MVC, Bootstrap, WordPress, XML",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.264
Software Engineer,"Chicago, IL",$72K (Employer est.),"Identify areas that are not clearly defined, know whether to escalate to senior team members to have broader discussions, or find a technical solution on your…&hellip;
Skills: ASP.NET, MVC, Management, CSS, Bootstrap",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.268
"Manager, Software Engineering (Communications)","Chicago, IL",$167K - $209K (Employer est.),"They should be able to understand and communicate the business impact of technical projects and possess strong system design knowledge to craft and deliver an…&hellip;
Skills: CI/CD, Computer science, Cloud architecture, System design, Test-driven development",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.272
Senior Java Software Web Developer,"Chicago, IL",$115K - $135K (Employer est.),"Knowledge of tools like SOAP UI and Postman is a must. Translating business requirements into code in compliance with defined development standards, including…&hellip;
Skills: JBoss, Jira, Computer science, Oracle, Bootstrap",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.276
Full Stack Engineer - Mainapp,"Chicago, IL",$112K - $166K (Glassdoor est.),"Development activities include full stack development, proposing architectural decisions, participating in designs, design review, code review and…&hellip;
Skills: Go, React, DevOps, JavaScript, Redux",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.280
Associate Software Engineer,"Chicago, IL",$58K (Employer est.),"Within the engineering team, an Associate Software Engineer will be participating in various software development projects, working on design specifications and…&hellip;
Skills: AJAX, Oracle, CSS, XML, J2EE",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.284
Senior Software Developer,"Chicago, IL",,"Bachelor’s Degree in Computer Science or an equivalent field. Solid programming skills and strong understanding of general programming concepts such as OOP,…&hellip;
Skills: Research laboratory experience, Computer science, Data structures, OOP, C++",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.288
Software Engineer-Hybrid in Chicago,"Chicago, IL",$120K - $176K (Employer est.),"Preferred; Bachelor's degree in a technical field or completion of a coding bootcamp. Skill in collaborating across technical and non-technical teams…&hellip;
Skills: CI/CD, Relational databases, Databases, Microservices, Data management",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.291
Senior Software Development Engineer (Hybrid),"Chicago, IL",$120K - $240K (Employer est.),"Successfully conduct day-to-day work and solve complex issues in your own specific technical engineering area.&hellip;
Skills: Cloud infrastructure, React, Java, SOAP, JavaScript",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.295
Full Stack Developer - Fleet Product,"Chicago, IL",$70K - $120K (Employer est.),"Object Oriented analysis and design using common design patterns. They will be expected to contribute across the entire development cycle: analysis, proof-of-…&hellip;
Skills: Kubernetes, WebSphere, Relational databases, J2EE, Java",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.299
Software Engineer (C++) - Risk Services Team,"Chicago, IL",$100K - $150K (Employer est.),"Our Software Engineers thrive on pushing the limits of technology to produce state-of-the-art applications for TT’s platform, which is the front-end screen of…&hellip;
Skills: Performance tuning, Cassandra, Relational databases, MongoDB, Application development",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.303
Software Engineer,"Rosemont, IL",$95K - $105K (Employer est.),"Reporting to the Director of IT Applications, the Software Engineer will be responsible for engineering, design, development, support, and architecture of…&hellip;
Skills: Jira, CI/CD, Azure, Node.js, CSS",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.307
"Fullstack/Backend Software Engineer III - Java, Springboot, React/Angular","Chicago, IL",$94K - $134K (Glassdoor est.),"Executes software solutions, design, development, and technical troubleshooting with ability to think beyond routine or conventional approaches to build…&hellip;
Skills: CI/CD, Cloud infrastructure, CSS, Software troubleshooting, React",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.311
"Associate, Consulting","Chicago, IL",$64K - $128K (Employer est.),"Plans and facilitates effective project meetings, driving discussions to necessary resolution. The Associate is accountable for planning and managing the work…&hellip;
Skills: Waterfall, Agile, SDLC",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.315
"Hadoop Developer- Charlotte, NC/ Chicago, Illinois","Chicago, IL",$70.00 - $75.00 Per Hour (Employer est.),"Provide technical leadership in solutioning, design, deployment, and security for GCP migration initiatives. Develop and implement cloud-native solutions using…&hellip;
Skills: CI/CD, Big data, DevOps, Spark, Google Cloud Platform",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.319
Senior .NET Core Developer,"Chicago, IL",$59K - $90K (Glassdoor est.),"Senior .NET Core Developer Chicago, IL – Hybrid. (3 days onsite per week.) 06+…&hellip;
Skills: .NET Core",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.323
